meme;text0;text1
One-Does-Not-Simply;One does not simply;Miss the Warwick Globalist Pub Quiz
One-Does-Not-Simply;;Miss the Warwick Globalist Pub Quiz
One-Does-Not-Simply;uno no simplemente;inventa un meme
One-Does-Not-Simply;One Does Not Simply;Poop their pants
One-Does-Not-Simply;uno no simplemente;hace un meme
One-Does-Not-Simply;One Does Not Simply   ;Negotiate a Contract With BGE
One-Does-Not-Simply;One does not simply ;lessen our fall & spring breaks
One-Does-Not-Simply;One doe simple rank well;By tinkering with w3c errors & image alts
One-Does-Not-Simply;maine pehle hi bola;tu hoshiyar h sab jaldi jaldi kar leti tu
One-Does-Not-Simply;One does not simply stay quiet...;in mr. cuci's class
One-Does-Not-Simply;one does not simply;Wish your boyfriend a Happy Birthday without a meme
One-Does-Not-Simply;One does not simply;Stroll though the underworld
One-Does-Not-Simply;ek chiz samaz gayi hume;kitna bhi dp k tarif karlo ye ladki kuch nahi bolegi
One-Does-Not-Simply;One does not simply ;walk through the underworld 
One-Does-Not-Simply;ek chiz samaz gayi;dp aacha h bola toh ye ladki reply nahi karegi
One-Does-Not-Simply;It is true;I am the bottleneck
One-Does-Not-Simply;one does not simply;spin around like that without being sick
One-Does-Not-Simply;One Does Not Simply;Eat Just One Pasta dish...
One-Does-Not-Simply;One does not simply ;Piss off a dispatcher and not unblock toilets for the rest of the month!
One-Does-Not-Simply;ONE Does not simply;edit griffens writing
One-Does-Not-Simply;one does not simply ;leave a bad tip 
One-Does-Not-Simply;NOTHING QUITE DOES IT ;LIKE A JET2 HOLIDAY
One-Does-Not-Simply;One does not simply;go backstage after being on their phone during the whole play
One-Does-Not-Simply;One does not simply;Miss the Warwick Globalist Pub Quiz
One-Does-Not-Simply;;Miss the Warwick Globalist Pub Quiz
One-Does-Not-Simply;uno no simplemente;inventa un meme
One-Does-Not-Simply;One Does Not Simply;Poop their pants
One-Does-Not-Simply;uno no simplemente;hace un meme
One-Does-Not-Simply;One Does Not Simply   ;Negotiate a Contract With BGE
One-Does-Not-Simply;One does not simply ;lessen our fall & spring breaks
One-Does-Not-Simply;One doe simple rank well;By tinkering with w3c errors & image alts
One-Does-Not-Simply;maine pehle hi bola;tu hoshiyar h sab jaldi jaldi kar leti tu
One-Does-Not-Simply;One does not simply stay quiet...;in mr. cuci's class
One-Does-Not-Simply;one does not simply;Wish your boyfriend a Happy Birthday without a meme
One-Does-Not-Simply;One does not simply;Stroll though the underworld
One-Does-Not-Simply;ek chiz samaz gayi hume;kitna bhi dp k tarif karlo ye ladki kuch nahi bolegi
One-Does-Not-Simply;One does not simply ;walk through the underworld 
One-Does-Not-Simply;ek chiz samaz gayi;dp aacha h bola toh ye ladki reply nahi karegi
One-Does-Not-Simply;It is true;I am the bottleneck
One-Does-Not-Simply;one does not simply;spin around like that without being sick
One-Does-Not-Simply;One Does Not Simply;Eat Just One Pasta dish...
One-Does-Not-Simply;One does not simply ;Piss off a dispatcher and not unblock toilets for the rest of the month!
One-Does-Not-Simply;ONE Does not simply;edit griffens writing
One-Does-Not-Simply;one does not simply ;leave a bad tip 
One-Does-Not-Simply;One does not simply;Create an undead monster
One-Does-Not-Simply;One Does Not Simply;forget they are a child of God
One-Does-Not-Simply;one does not simply;miss the 1/2 lb burger and fries for $5.99 at sidelines
One-Does-Not-Simply;one does not simply;do their home teaching
One-Does-Not-Simply;one does not simply;complete their home teaching
One-Does-Not-Simply;One does not ;Simpily walk into the woods
One-Does-Not-Simply;One does not simply search;without a warrant
One-Does-Not-Simply;when you slightly poor milk;but then you missed the cup
One-Does-Not-Simply;One does not simply;Become a fledgling without training 
One-Does-Not-Simply;One does not simply;Get a 4.0 GPA
One-Does-Not-Simply;;BELIevable
One-Does-Not-Simply;One does not simply make functional protiens;So vote ENDOPLASMIC RETICULUM
One-Does-Not-Simply;One does not simply;"play osu ""a bit"""
One-Does-Not-Simply;One does not simply;take an oh group and oxidize it to a carbonyl group in a tertiary alcohol
One-Does-Not-Simply;The a sparkle a day print;Made me really have a sparkle today.
One-Does-Not-Simply;One does not simply;get a straight answer from PCL
One-Does-Not-Simply;man verneint nicht;mathe und informatik
One-Does-Not-Simply;One does not simply;Walk into the sterile area
One-Does-Not-Simply;ONE DOES NOT SIMPLY USE PREZI;
One-Does-Not-Simply;One does not simply;work on a school computer
One-Does-Not-Simply;one does not simply;build a website in one night
One-Does-Not-Simply;ONE DOES NOT SIMPLY;ASK DORW FOR VET WITHOUT POSTING IN THE SHOUTBOX
One-Does-Not-Simply;ONE DOES NOT SIMPLY;ASK DROW FOR VETERAN WITHOUT POSTING IN SHOUTBOX
One-Does-Not-Simply;Sain sun ipeen;Vituttaako?
One-Does-Not-Simply;One Does Not Simply;Go two weeks without chicken enchiladas
Philosoraptor;What if the real news is reporting about the fake news on facebook;So that they don't get called the fake ones
Philosoraptor;i wonder if the first gay dinosaur ; was the tyrannosaur-ass...
Philosoraptor;If bullying is bad;are teachers bad too?
Philosoraptor;Wonder if teachers;are secretly a part of illuminati
Philosoraptor;one friend to another;That is what friendship looks like
Philosoraptor;if its the inside that counts, and we all have the same color organs;why is there racism
Philosoraptor;did you forget ;that trump is president if you did tell me how you did it
Philosoraptor;WHICH POST HAS HIGHEST;UPVOTES AND COMMENTS
Philosoraptor;Are faucets shaped like dicks...;...because dicks are faucets?
Philosoraptor;2016 will be known as the year we confirmed no one knows what the word racist means;
Philosoraptor;If mass or energy cannot be created nor destroyed, only transferred;then why can money be created?
Philosoraptor;Still don't understand what alt right is;But if it ain't right, it's just plain wrong!
Philosoraptor;So if alt right is racist;Aren't they just democrats?
Philosoraptor;is it possible do have a date with a dinours;I guess ill find out
Philosoraptor;If a Pedophile and a illegal immigrant got into a fight ;would it be Alien vs Predator?
Philosoraptor;if the feds have less power and the states have more power ;then how will the u.s.a get anything done?
Philosoraptor;If we follow our current model of human anatomy,;"does that mean our mothers are the only people to whom it's socially acceptable to say ""thanks for having me""?"
Philosoraptor;what if wizards were wozzards;and wuzzards were woo?
Philosoraptor;If I'm supposed to study for finals;Why am I on here making memes?
Philosoraptor;"If it's ""fake news""";Did someone disprove it?
Philosoraptor;If you get philosophy from a dinosaur;Are you a dumbass?
Philosoraptor;If PVP sucks;Can it also blow?
Philosoraptor;If Hillary was elected;would they make the oval office a prison?
Philosoraptor;If rigor requires rigor - Which came first?;The rigor or the rigor?
Philosoraptor;YOU WANTED TO DRAIN THE SWAMP;TO SURFACE THE FOSSILIZED SWAMP MONSTERS?
Philosoraptor;since trump won does that mean ;Orange is the new black
Philosoraptor;Drain the Swamp;But K Street is a Protected Wetland
Philosoraptor;Drain the Swamp;Meant hiring lobbyists and establishment Repubs?
Philosoraptor;What is the point of having a brain to think with ;If you only use it to follow 
Philosoraptor;ok this is me in 2020;ok
Philosoraptor;if nonvegan products were bought before you were vegan,;they must still be vegan.
Philosoraptor;are actors;watching their own movies?
Philosoraptor;Pretend;That there is a meme here
Philosoraptor;If graphics don't matter;why are all pc masteraces bragging about 4K ?
Philosoraptor;What if ;Bergoglio is leading the schism?
Philosoraptor;Is it still the great smokey mountains?;if they are on fire?
Philosoraptor;Is is still the Great smokey mountains;if they are on fire?
Philosoraptor;its gonna be trump or hillary;either way, we are screwed
Philosoraptor;If soil comes from parent material;"does that make soil ""child material?"""
Philosoraptor;Entry level job requires to years of experience;President of America, no experience
Philosoraptor;if an outcome is a possible result;does that mean that an income is an impossible result?
Philosoraptor;If gender is a social construct;How can you be born the wrong one?
Philosoraptor;if vegans are hippies;why do they preach like dictators
Philosoraptor;if vegans are hippies;why do they preach to us like nazis
Philosoraptor;Only hardcore 9gaggers who have already stormed ;the hot and trending page go into the dungeons of Fresh
Philosoraptor;If a cow jumped over the moon;Then why is their not olympic cow jumping?
Philosoraptor;If rigor requires rigor - Which came first?;The rigor or the rigor?
Philosoraptor;When is the last time you bought something from a company;After learning about them for the first time?
Philosoraptor;YOU WANTED TO DRAIN THE SWAMP;TO SURFACE THE FOSSILIZED SWAMP MONSTERS?
Philosoraptor;since trump won does that mean ;Orange is the new black
Philosoraptor;Drain the Swamp;But K Street is a Protected Wetland
Philosoraptor;Drain the Swamp;Meant hiring lobbyists and establishment Repubs?
Philosoraptor;What is the point of having a brain to think with ;If you only use it to follow 
Philosoraptor;ok this is me in 2020;ok
Philosoraptor;if nonvegan products were bought before you were vegan,;they must still be vegan.
Philosoraptor;are actors;watching their own movies?
Philosoraptor;Pretend;That there is a meme here
Philosoraptor;If graphics don't matter;why are all pc masteraces bragging about 4K ?
Philosoraptor;What if ;Bergoglio is leading the schism?
Philosoraptor;Is it still the great smokey mountains?;if they are on fire?
Philosoraptor;Is is still the Great smokey mountains;if they are on fire?
Philosoraptor;its gonna be trump or hillary;either way, we are screwed
Philosoraptor;If soil comes from parent material;"does that make soil ""child material?"""
Philosoraptor;Entry level job requires to years of experience;President of America, no experience
Philosoraptor;if an outcome is a possible result;does that mean that an income is an impossible result?
Philosoraptor;If gender is a social construct;How can you be born the wrong one?
Philosoraptor;if vegans are hippies;why do they preach like dictators
Philosoraptor;if vegans are hippies;why do they preach to us like nazis
Philosoraptor;Only hardcore 9gaggers who have already stormed ;the hot and trending page go into the dungeons of Fresh
Philosoraptor;If a cow jumped over the moon;Then why is their not olympic cow jumping?
Philosoraptor;If rigor requires rigor - Which came first?;The rigor or the rigor?
Philosoraptor;When is the last time you bought something from a company;After learning about them for the first time?
Philosoraptor;YOU WANTED TO DRAIN THE SWAMP;TO SURFACE THE FOSSILIZED SWAMP MONSTERS?
Philosoraptor;since trump won does that mean ;Orange is the new black
Philosoraptor;Drain the Swamp;But K Street is a Protected Wetland
Philosoraptor;Drain the Swamp;Meant hiring lobbyists and establishment Repubs?
Philosoraptor;What is the point of having a brain to think with ;If you only use it to follow 
Philosoraptor;ok this is me in 2020;ok
Philosoraptor;if nonvegan products were bought before you were vegan,;they must still be vegan.
Philosoraptor;are actors;watching their own movies?
Philosoraptor;Pretend;That there is a meme here
Philosoraptor;If graphics don't matter;why are all pc masteraces bragging about 4K ?
Philosoraptor;What if ;Bergoglio is leading the schism?
Philosoraptor;Is it still the great smokey mountains?;if they are on fire?
Philosoraptor;Is is still the Great smokey mountains;if they are on fire?
Philosoraptor;its gonna be trump or hillary;either way, we are screwed
Philosoraptor;If soil comes from parent material;"does that make soil ""child material?"""
Philosoraptor;Entry level job requires to years of experience;President of America, no experience
Philosoraptor;if an outcome is a possible result;does that mean that an income is an impossible result?
Philosoraptor;If gender is a social construct;How can you be born the wrong one?
Philosoraptor;if vegans are hippies;why do they preach like dictators
Philosoraptor;if vegans are hippies;why do they preach to us like nazis
Philosoraptor;Only hardcore 9gaggers who have already stormed ;the hot and trending page go into the dungeons of Fresh
Philosoraptor;If a cow jumped over the moon;Then why is their not olympic cow jumping?
Philosoraptor;If rigor requires rigor - Which came first?;The rigor or the rigor?
Philosoraptor;When is the last time you bought something from a company;After learning about them for the first time?
Philosoraptor;If leather has the greatest coefficient of friction...;Why do people wear leather pants?
Philosoraptor;memes;the bumper sticker of the internet 
Philosoraptor;What if we didn't;Even trucking care, Nick
Philosoraptor;If god has the holy spirit;Then why is the trinity god, Jesus, and the Holy Spirit
Philosoraptor;What is your weirdest;sexual fantasy ?
Philosoraptor;When asked if going co-ed would compromise the development of feminine subjectivity;Pamela had to consult her strategic vision.
Philosoraptor;when asked if allowing men to live on campus would compromise the development of feminine subjectivity;pamela had to consult her strategic vision.
Philosoraptor;why;was i timeouted?
Philosoraptor;If you had 100 likes on here..;Wouldn't that show 10 dislikes then 0 likes? 
Philosoraptor;IF UR MAN ENOUGH,DONT HIDE BEHIND WALLS;AFTER U HAVE TEASED SOMEONE
Philosoraptor;#connecticutpedo;#connecticutpedo
Philosoraptor;If social media is supposed to help us communicate;Then why is no one talking to each other?
Philosoraptor;#connecticutpedo;#connecticutpedo
Philosoraptor;jeśli jestem członkiem zarządu;to pismo mam skierować do samego siebie?
Philosoraptor;First lizards......;Cats are next!
Philosoraptor;If dogs chase their tails;Does that mean that cats eat theirs?
Philosoraptor;If the answer to the universe, life, and everything is 42,;then maybe a loan of a million dollars is the begining of the end
Philosoraptor;If I judge Overwatch players by their character skins;does that make me racist?
Philosoraptor;If you send a werewolf to the Moon;Will it be a werewolf permenatly?
Philosoraptor;If a tree falls in a fully decorated house;Does it even make a sound?
Philosoraptor;So, now it is sunday and you have returned from your friend's house..;However you still take forever to respond. You slow typer.
Philosoraptor;niggers;be trppin
Philosoraptor;IF I stand next to a rocket;Do I absorb its science?
Philosoraptor;what is so Interesting  about;  The Most Interesting Man In The World
Scumbag-Steve;Claims to be the biggest Fallout fan in town;"Couldn't get into 1 or 2 ""because of the graphics"""
Scumbag-Steve;enforces alphabetic properties order;doesn't order .stylelintrc.json rules alphabetically
Scumbag-Steve;Spends 10 minutes talking about how much of a connoisseur he is;Buys cheapest gram in the shop
Scumbag-Steve;Spends 10 minutes talking about how much of a connoisseur he is;Then buys the cheapest gram in the shop
Scumbag-Steve;6k ES mit Abyssus;Acrobatics regelt
Scumbag-Steve;But also;that was me last sunday
Scumbag-Steve;doesn't agree with your idea;splits democratic party so no one wins
Scumbag-Steve;"""Yo, can you build the baseline real quick?""";"""Sure"" make -j20"
Scumbag-Steve;"""Yo, can you build the baseline real quick?""";"""Sure"" make -j4"
Scumbag-Steve;"""Yo, can you build the baseline real quick?""";"""Sure"" Runs make -j4"
Scumbag-Steve;I was;The best ARK player in the world
Scumbag-Steve;This is why....;You discipline your kids!
Scumbag-Steve;Preorders game on Amazon.com;Gets upset when game arrives day it was released.
Scumbag-Steve;"says ""tim is inflated""";gives karma to tim
Scumbag-Steve;Commits adultry;Needs his wife to remind him of the 7th commandment
Scumbag-Steve; Commits adultry;Needs his wife to remind him of the the 7th commandment 
Scumbag-Steve;Dont worry, bro. i'll pay you;next week
Scumbag-Steve;"""dont worry about directions, just follow me""";runs a red light
Scumbag-Steve;"""i think i lost my keys in your couch""";searches for spare change
Scumbag-Steve;prank goes wrong;still laughs
Scumbag-Steve;hey steve, no smoking in the house;"""nah its cool dawg"""
Scumbag-Steve;I park my car two spaces;Nailed it
Scumbag-Steve;adds wrong password;for salesdivadev-plaisir
Scumbag-Steve;Asks for any extra Monos;Uses them to store empties in his garage
Scumbag-Steve;kicks me out of my own apartment ;because of eating too much macaroni
Scumbag-Steve;Is it called sand;because it's between the sea and the land?
Scumbag-Steve;is the sea so salty;because the land never waves back?
Scumbag-Steve;Says he RP'd before he attacked;In voice 
Scumbag-Steve;Asks for webex;doesn't join
Scumbag-Steve;Claims to be an ally ;Speaks over POC and plays devils advocate for white guys
Scumbag-Steve;Creates controller;with Non-replaceable battery
Scumbag-Steve;leaves for winter break;doesn't defrost refridgerator
Scumbag-Steve;misses playoffs;picks up top waiver option
Scumbag-Steve;Missed playoffs;picks up top waiver options
Scumbag-Steve;launches offline viewing;takes away topgun
Scumbag-Steve;Sees you have a git push pending;Edits the file and pushes his own forcing you to rebase
Scumbag-Steve;Says not for external distribution;Uploads to public server
Scumbag-Steve;la hace de pedo para que vengan a la oficina a comer;no viene
Scumbag-Steve;Commits adultry;Needs his wife to remind him of the 7th commandment
Scumbag-Steve; Commits adultry;Needs his wife to remind him of the the 7th commandment 
Scumbag-Steve;Dont worry, bro. i'll pay you;next week
Scumbag-Steve;"""dont worry about directions, just follow me""";runs a red light
Scumbag-Steve;"""i think i lost my keys in your couch""";searches for spare change
Scumbag-Steve;prank goes wrong;still laughs
Scumbag-Steve;hey steve, no smoking in the house;"""nah its cool dawg"""
Scumbag-Steve;I park my car two spaces;Nailed it
Scumbag-Steve;adds wrong password;for salesdivadev-plaisir
Scumbag-Steve;Asks for any extra Monos;Uses them to store empties in his garage
Scumbag-Steve;kicks me out of my own apartment ;because of eating too much macaroni
Scumbag-Steve;Is it called sand;because it's between the sea and the land?
Scumbag-Steve;is the sea so salty;because the land never waves back?
Scumbag-Steve;Says he RP'd before he attacked;In voice 
Scumbag-Steve;Asks for webex;doesn't join
Scumbag-Steve;Claims to be an ally ;Speaks over POC and plays devils advocate for white guys
Scumbag-Steve;Creates controller;with Non-replaceable battery
Scumbag-Steve;leaves for winter break;doesn't defrost refridgerator
Scumbag-Steve;misses playoffs;picks up top waiver option
Scumbag-Steve;Missed playoffs;picks up top waiver options
Scumbag-Steve;launches offline viewing;takes away topgun
Scumbag-Steve;Sees you have a git push pending;Edits the file and pushes his own forcing you to rebase
Scumbag-Steve;Says not for external distribution;Uploads to public server
Scumbag-Steve;la hace de pedo para que vengan a la oficina a comer;no viene
Scumbag-Steve;Commits adultry;Needs his wife to remind him of the 7th commandment
Scumbag-Steve; Commits adultry;Needs his wife to remind him of the the 7th commandment 
Scumbag-Steve;Dont worry, bro. i'll pay you;next week
Scumbag-Steve;"""dont worry about directions, just follow me""";runs a red light
Scumbag-Steve;"""i think i lost my keys in your couch""";searches for spare change
Scumbag-Steve;prank goes wrong;still laughs
Scumbag-Steve;hey steve, no smoking in the house;"""nah its cool dawg"""
Scumbag-Steve;I park my car two spaces;Nailed it
Scumbag-Steve;adds wrong password;for salesdivadev-plaisir
Scumbag-Steve;Asks for any extra Monos;Uses them to store empties in his garage
Scumbag-Steve;kicks me out of my own apartment ;because of eating too much macaroni
Scumbag-Steve;Is it called sand;because it's between the sea and the land?
Scumbag-Steve;is the sea so salty;because the land never waves back?
Scumbag-Steve;Says he RP'd before he attacked;In voice 
Scumbag-Steve;Asks for webex;doesn't join
Scumbag-Steve;Claims to be an ally ;Speaks over POC and plays devils advocate for white guys
Scumbag-Steve;Creates controller;with Non-replaceable battery
Scumbag-Steve;leaves for winter break;doesn't defrost refridgerator
Scumbag-Steve;misses playoffs;picks up top waiver option
Scumbag-Steve;Missed playoffs;picks up top waiver options
Scumbag-Steve;launches offline viewing;takes away topgun
Scumbag-Steve;Sees you have a git push pending;Edits the file and pushes his own forcing you to rebase
Scumbag-Steve;Says not for external distribution;Uploads to public server
Scumbag-Steve;la hace de pedo para que vengan a la oficina a comer;no viene
Scumbag-Steve;Commits adultry;Needs his wife to remind him of the 7th commandment
Scumbag-Steve; Commits adultry;Needs his wife to remind him of the the 7th commandment 
Scumbag-Steve;Dont worry, bro. i'll pay you;next week
Scumbag-Steve;"""dont worry about directions, just follow me""";runs a red light
Scumbag-Steve;"""i think i lost my keys in your couch""";searches for spare change
Scumbag-Steve;prank goes wrong;still laughs
Scumbag-Steve;hey steve, no smoking in the house;"""nah its cool dawg"""
Scumbag-Steve;I park my car two spaces;Nailed it
Scumbag-Steve;adds wrong password;for salesdivadev-plaisir
Scumbag-Steve;Asks for any extra Monos;Uses them to store empties in his garage
Scumbag-Steve;karel call's a saussage fest  ;brings 10 guys with him
Scumbag-Steve;Can i get a uhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh;bottom text
Scumbag-Steve;Makes fun of friend for being pussy whipped;Currently raising another nigga's kid
Scumbag-Steve;Constantly complains that fake news rigged the election;upvotes fake news to the front page daily
Scumbag-Steve;Gets piercing ;Thinks he is a pothead 
Scumbag-Steve;Yo so I was Storm Spirit;and was like zippin and shit
Scumbag-Steve;can't assert moral or intellectual dominance;instread of proving him self in debate, throws insults then goes and has a fucking sulk
Scumbag-Steve;"Thirtysomething Republican be like ""They need to stop the handouts and do it like me""";Works for Uncle, drives dad's used car, lives in condo his parents bought
Scumbag-Steve;says he doesn't have the money to pay you for studio time/playing almost every instrument on his demo;always has at least $2000 worth of weed at any given point in time
Scumbag-Steve;Forced Girlfriend to Complete Pregnancy;"Visits kid occasionally.       ""I just really wanted a baby, not a family!'"
Scumbag-Steve;$50 OBO;"""SORRY WON'T GO LOWER THAN $50"""
Scumbag-Steve;$50 OBO;"""SORRY BRO WON'T GO LOWER THAN $50"""
Scumbag-Steve;I'm Andy Buyck, The Denver Doosh.;You got a problem with my flat brim hat bro?
Scumbag-Steve;Makes post;Attachment unavailable 
Scumbag-Steve;Says not accepting election results is a 'threat to democracy';Joins in recount effort because it's 'only fair'
Scumbag-Steve;says not accepting election results is a 'threat to democracy';Campaign jones recount effort so it's 'fair to all sides'
Scumbag-Steve;Joins R/titanfall Network;Sits in lobby playing shitty guitar covers over voice chat
Scumbag-Steve;Goes with you to vijyoshi;turns around when he sees some girls
Scumbag-Steve;Kriagt ah wahlkarte;schmeißts weg
Scumbag-Steve;Gets on NAQT'sYou gotta know lists;Only looks at video game ones
Scumbag-Steve;Brags about winning multiple titles on heisman;moved AI sliders to lowest setting
Scumbag-Steve;Says Deck is strong;changes deck next day
Scumbag-Steve;tries to let silent fart;shits his pants
Scumbag-Steve;Takes $40 from purse and sends it back;Calls it a finder's fee
Success-Kid;IF MOZART COULD DO IT;I CAN DO IT
Success-Kid;when you actually;make a good meme
Success-Kid;minetest;is the best
Success-Kid;When you wake up at 8:00 A.M.;and still make it to school on time
Success-Kid;does a backflip for his crush;lands it
Success-Kid;call me a traitor ;one more time
Success-Kid;said trump is great;didn't get violent comments
Success-Kid;SLEPT IN SATURDAY;STILL MAKE MICKS FOR 5PM PIZZA
Success-Kid;When school;Is out
Success-Kid;michelangelo's face after he finished;the Sistine Chapel
Success-Kid;Yes! 2 hours of Walking Dead this week;Cause I forgot it was on last week
Success-Kid;Level Complete!;You are now a Real Analysis Master.
Success-Kid;Be gifted they said;It would be fun they said
Success-Kid;go dad;i know you can't do it
Success-Kid;i just;made my first meme
Success-Kid;Get a cruze, malibu, or silverado;"Gets a free 50"" TV and $500 Off purchase"
Success-Kid;I am so proud of us!;Here's too another fab week ☺️
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;met the bare minimum;underachiever
Success-Kid;;We Survived
Success-Kid;YESSS;U VOTED EOWAN
Success-Kid;When works hard, loves harder, and shes a dork;Then you realize she's yours
Success-Kid;went to the mandatory hall meeting;got free candy
Success-Kid;I Pooped My Pants;hehehe
Success-Kid;THere;
Success-Kid;When they give you a ;50% off discount On the new shoes you want
Success-Kid;when the teacher doesnt give you ;homework over the break
Success-Kid;IVETTE ME;TOCO EL POTOTOTOTO!!
Success-Kid;when you ace that test;you didnt study for
Success-Kid;What for the teacher;To call roll like
Success-Kid;I'm looking forward to summer;the rain gets warmer
Success-Kid;That moment You realise;You just hit 80 subscribers on youtube
Success-Kid;I Don't always do a science fair project;But when I do, I start the night before it's due.
Success-Kid;everyone fills out the RA's google form;residents get pizza
Success-Kid;When you realise;Your have no prelims tomorrow
Success-Kid;BAMBAMBAM;BAMBAMBAM
Success-Kid;go dad;i know you can't do it
Success-Kid;i just;made my first meme
Success-Kid;Get a cruze, malibu, or silverado;"Gets a free 50"" TV and $500 Off purchase"
Success-Kid;I am so proud of us!;Here's too another fab week ☺️
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;met the bare minimum;underachiever
Success-Kid;;We Survived
Success-Kid;YESSS;U VOTED EOWAN
Success-Kid;When works hard, loves harder, and shes a dork;Then you realize she's yours
Success-Kid;went to the mandatory hall meeting;got free candy
Success-Kid;I Pooped My Pants;hehehe
Success-Kid;THere;
Success-Kid;When they give you a ;50% off discount On the new shoes you want
Success-Kid;when the teacher doesnt give you ;homework over the break
Success-Kid;IVETTE ME;TOCO EL POTOTOTOTO!!
Success-Kid;when you ace that test;you didnt study for
Success-Kid;What for the teacher;To call roll like
Success-Kid;I'm looking forward to summer;the rain gets warmer
Success-Kid;That moment You realise;You just hit 80 subscribers on youtube
Success-Kid;I Don't always do a science fair project;But when I do, I start the night before it's due.
Success-Kid;everyone fills out the RA's google form;residents get pizza
Success-Kid;When you realise;Your have no prelims tomorrow
Success-Kid;BAMBAMBAM;BAMBAMBAM
Success-Kid;go dad;i know you can't do it
Success-Kid;i just;made my first meme
Success-Kid;Get a cruze, malibu, or silverado;"Gets a free 50"" TV and $500 Off purchase"
Success-Kid;I am so proud of us!;Here's too another fab week ☺️
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;met the bare minimum;underachiever
Success-Kid;;We Survived
Success-Kid;YESSS;U VOTED EOWAN
Success-Kid;When works hard, loves harder, and shes a dork;Then you realize she's yours
Success-Kid;went to the mandatory hall meeting;got free candy
Success-Kid;I Pooped My Pants;hehehe
Success-Kid;THere;
Success-Kid;When they give you a ;50% off discount On the new shoes you want
Success-Kid;when the teacher doesnt give you ;homework over the break
Success-Kid;IVETTE ME;TOCO EL POTOTOTOTO!!
Success-Kid;when you ace that test;you didnt study for
Success-Kid;What for the teacher;To call roll like
Success-Kid;I'm looking forward to summer;the rain gets warmer
Success-Kid;That moment You realise;You just hit 80 subscribers on youtube
Success-Kid;I Don't always do a science fair project;But when I do, I start the night before it's due.
Success-Kid;everyone fills out the RA's google form;residents get pizza
Success-Kid;When you realise;Your have no prelims tomorrow
Success-Kid;BAMBAMBAM;BAMBAMBAM
Success-Kid;go dad;i know you can't do it
Success-Kid;i just;made my first meme
Success-Kid;Get a cruze, malibu, or silverado;"Gets a free 50"" TV and $500 Off purchase"
Success-Kid;I am so proud of us!;Here's too another fab week ☺️
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;master is digusted with me;kills his little brother
Success-Kid;met the bare minimum;underachiever
Success-Kid;;We Survived
Success-Kid;YESSS;U VOTED EOWAN
Success-Kid;When works hard, loves harder, and shes a dork;Then you realize she's yours
Success-Kid;went to the mandatory hall meeting;got free candy
Success-Kid;Taught my employees about document management.;Saw decrease in security risk.
Success-Kid;Yessssss!!;There is coffee for staff development day!
Success-Kid;Has Birthday;Gets ticket for Doom over Leipzig
Success-Kid;when you have rights ;that let you say what you want
Success-Kid;KCC Team!;We have winners
Success-Kid;JUST DO IT;DONT LET YOUR DREAMS BE DREAMS
Success-Kid;ur getting a ticket;That meme wasnt dank enough
Success-Kid;when i become president;i will build walls surrounding the  produce department in grocery stores
Success-Kid;YEAH!!!;AT LAST U HV DONE IT BISWA
Success-Kid;When I tolerate people;And they tolerate me
Success-Kid;I HATE IT;WHEN SOMEONE USES A WRONG MEME
Success-Kid;IM A IDIOT;I THINK
Success-Kid;Naughtiest kid on the planet ;still gets PS4
Success-Kid;PROTEST IS CANCELLED AND YOU HAVE A TRUCK FULL OF FREE STUFF?;CHRISTMAS SHOPPING COMPLETE.
Success-Kid;IM A IDIOT;I THINK
Success-Kid;Joined Imgur for the funny images and dick pics;already getting plenty of both
Success-Kid;Remembered the Alamo;Caught Santa Anna
Success-Kid;when your teacher;assigns the present tense 
Success-Kid;I just saved big  bucks on my insurance;By switching to Dean Balmer Insurance Group
Success-Kid;my reaction when;email from my hot girlfirend hits inbox
Success-Kid;stay away homework!;or i will rip you to shredes
Success-Kid;I am Neely Crenshaw;And i have no kids
Success-Kid;okay;now die
Success-Kid;Me, when I post a stolen meme in LJA ;And it gets more then 100 reactions in 15 minutes 
The-Most-Interesting-Man-In-The-World;I dont always shit my pants;but when I do i know the hulk is coming
The-Most-Interesting-Man-In-The-World;"i dont always sing ""Grandma got run over by a reindeer"" ";but when i do i sing it loudly, proudly and almost in tune
The-Most-Interesting-Man-In-The-World;I don't always use osmosis, but when I do...;My cells balance each other out by by moving molecules through a semipermeable membrane on the outside of them.
The-Most-Interesting-Man-In-The-World;I don't always pays;
The-Most-Interesting-Man-In-The-World;I dont always get hammered and eat wings;But when I do Im with Neutron
The-Most-Interesting-Man-In-The-World;I don't always have company;But when I do it's usually dos mujeres
The-Most-Interesting-Man-In-The-World;i dont always eat sushi;but when i do i make sure its fully cooked
The-Most-Interesting-Man-In-The-World;Peace ;of cake
The-Most-Interesting-Man-In-The-World;i don't always pay;for my beer
The-Most-Interesting-Man-In-The-World;I don't always eat pussy....;But when I do I need a towel.
